================================================================================
    EXHAUSTIVE SYSTEM SENSOR LOG (GLOBAL DISCOVERY)
    Date: Sunday 5 April, 2026
================================================================================

SECTION 1: IOREPORT CHANNELS (Power, Frequency, Residency)
--------------------------------------------------------------------------------
Group: Energy Model    | Channel: ECPU0                          | Value: -9223372036854775808 mJ
SMC Key: TVSx  | Value:     35.237
SMC Key: TVm0  | Value:     53.408
SMC Key: TVm1  | Value:     53.408
SMC Key: TW0P  | Value:     38.613
SMC Key: Ta09  | Value:      6.100
SMC Key: Ta0D  | Value:      6.100
SMC Key: Te04  | Value:     41.929
SMC Key: Te05  | Value:     47.379
SMC Key: Te06  | Value:     49.909
SMC Key: Tg0e  | Value:     41.642
SMC Key: Tg0f  | Value:     46.742
SMC Key: Tg0m  | Value:     42.686
SMC Key: Tg0n  | Value:     47.486
SMC Key: Tg0q  | Value:     42.206
SMC Key: Tg0r  | Value:     47.706
SMC Key: Th04  | Value:     40.739
SMC Key: Th05  | Value:     40.739
SMC Key: Th06  | Value:     41.078
SMC Key: Th08  | Value:     41.090
SMC Key: Th09  | Value:     47.090
SMC Key: Th0A  | Value:     48.797
SMC Key: Th0C  | Value:     43.827
SMC Key: Th0D  | Value:     43.827
SMC Key: Th0E  | Value:     50.812
SMC Key: Th0G  | Value:     42.366
SMC Key: Th0H  | Value:     42.366
SMC Key: Th0I  | Value:     44.156
SMC Key: Th0K  | Value:     42.147
SMC Key: Th0L  | Value:     42.147
SMC Key: Th0M  | Value:     46.109
SMC Key: Tm0B  | Value:     38.752
SMC Key: Tp00  | Value:     44.287
SMC Key: Tp01  | Value:     50.387
SMC Key: Tp02  | Value:     64.884
SMC Key: Tp04  | Value:     43.519
SMC Key: Tp05  | Value:     48.606
SMC Key: Tp06  | Value:     57.256
SMC Key: Tp08  | Value:     43.768
SMC Key: Tp09  | Value:     49.868
SMC Key: Tp0A  | Value:     65.166
SMC Key: Tp0C  | Value:     43.048
SMC Key: Tp0D  | Value:     48.135
SMC Key: Tp0E  | Value:     57.397
SMC Key: Tp0a  | Value:     42.980
SMC Key: Tp0b  | Value:     48.430
SMC Key: Tp0c  | Value:     48.859
SMC Key: Tp0e  | Value:     44.697
SMC Key: Tp0f  | Value:     50.797
SMC Key: Tp0g  | Value:     67.588
SMC Key: Tp0i  | Value:     44.521
SMC Key: Tp0j  | Value:     49.608
SMC Key: Tp0k  | Value:     59.272
SMC Key: Tp0m  | Value:     48.147
SMC Key: Tp0n  | Value:     54.247
SMC Key: Tp0o  | Value:     71.822
SMC Key: Tp0q  | Value:     46.151
SMC Key: Tp0r  | Value:     51.238
SMC Key: Tp0s  | Value:     63.569
SMC Key: Ts0K  | Value:     41.516
SMC Key: Ts0L  | Value:     41.516
SMC Key: Ts0M  | Value:     42.109
SMC Key: Ts0O  | Value:     43.863
SMC Key: Ts0P  | Value:     43.863
SMC Key: Ts0Q  | Value:     50.562
SMC Key: Ts0S  | Value:     42.943
SMC Key: Ts0T  | Value:     42.943
SMC Key: Ts0U  | Value:     44.781
SMC Key: Ts0W  | Value:     42.352
SMC Key: Ts0X  | Value:     47.802
SMC Key: Ts0Y  | Value:     50.753
SMC Key: Ts0a  | Value:     43.119
SMC Key: Ts0b  | Value:     43.119
SMC Key: Ts0c  | Value:     46.672
SMC Key: Ts1P  | Value:     31.625
SMC Key: TsOP  | Value:     32.750
SMC Key: VD0R  | Value:      0.023
SMC Key: VP0R  | Value:     12.224
SMC Key: VP0b  | Value:      0.988
SMC Key: VP1b  | Value:      0.114
SMC Key: VP2b  | Value:      0.779
SMC Key: VP2l  | Value:      1.803
SMC Key: VP3b  | Value:      0.540
SMC Key: VP4b  | Value:      1.022
SMC Key: VP7b  | Value:      1.143
SMC Key: VP7l  | Value:      3.300
SMC Key: VP8l  | Value:      1.206
SMC Key: VP9b  | Value:      0.842
SMC Key: VP9l  | Value:      1.796
SMC Key: VPbb  | Value:      0.923
SMC Key: VPdb  | Value:      1.249
SMC Key: VPkl  | Value:      1.208
SMC Key: VR4l  | Value:      0.733
SMC Key: VR5b  | Value:      0.782
SMC Key: VR6b  | Value:      0.777
SMC Key: VR8b  | Value:      0.593
SMC Key: VRab  | Value:      0.580
SMC Key: VRcb  | Value:      0.881
SMC Key: VRcl  | Value:      0.806
SMC Key: VReb  | Value:      1.125
SMC Key: Vb0f  | Value:     12.224
SMC Key: Vb1f  | Value:     12.221
SMC Key: cmD1  | Value:    -50.000
SMC Key: cmTD  | Value:    100.000
SMC Key: cmTa  | Value:    100.000
SMC Key: cmTb  | Value:    100.000
SMC Key: cmTn  | Value:    100.000
SMC Key: f000  | Value:     35.234
SMC Key: f001  | Value:     36.378
SMC Key: f002  | Value:     37.491
SMC Key: f003  | Value:     34.781
SMC Key: f004  | Value:     37.315
SMC Key: f005  | Value:     39.153
SMC Key: f006  | Value:     39.712
SMC Key: f007  | Value:     38.613
SMC Key: f008  | Value:     31.625
SMC Key: fcB0  | Value:     77.561
SMC Key: fdS1  | Value:      2.972
SMC Key: fdS2  | Value:      2.446
SMC Key: fdU0  | Value:      0.158
SMC Key: fiB0  | Value:      0.599
SMC Key: fpC0  | Value:      0.000
SMC Key: fpp0  | Value:      0.596
SMC Key: fpp1  | Value:      0.268
SMC Key: fpp2  | Value:      0.007
SMC Key: fpp3  | Value:      0.116
SMC Key: fspz  | Value:      0.442
SMC Key: ft00  | Value:     35.681
SMC Key: ft01  | Value:     35.272
SMC Key: ft02  | Value:     36.869
SMC Key: ft03  | Value:     36.298
SMC Key: ft04  | Value:     37.176
SMC Key: ft05  | Value:     37.481
SMC Key: ft06  | Value:     35.224
SMC Key: ft07  | Value:     34.825
SMC Key: ft08  | Value:     37.370
SMC Key: ft09  | Value:     37.318
SMC Key: ft10  | Value:     38.758
SMC Key: ft11  | Value:     39.083
SMC Key: ft12  | Value:     38.936
SMC Key: ft13  | Value:     39.528
SMC Key: ft14  | Value:     38.262
SMC Key: ft15  | Value:     38.612
SMC Key: ft16  | Value:     31.690
SMC Key: ft17  | Value:     31.696
SMC Key: ftA0  | Value:      7.791
SMC Key: ftA1  | Value:      7.791
SMC Key: ftB0  | Value:     33.843
SMC Key: ftD0  | Value:     52.365
SMC Key: ftD1  | Value:     50.898
SMC Key: ftE0  | Value:     47.379
SMC Key: ftG0  | Value:     46.250
SMC Key: ftG1  | Value:     47.294
SMC Key: ftG2  | Value:     46.814
SMC Key: ftM0  | Value:     53.408
SMC Key: ftN0  | Value:     37.441
SMC Key: ftP0  | Value:     50.387
SMC Key: ftP1  | Value:     48.606
SMC Key: ftP2  | Value:     49.868
SMC Key: ftP3  | Value:     48.135
SMC Key: ftP4  | Value:     48.430
SMC Key: ftP5  | Value:     50.797
SMC Key: ftP6  | Value:     49.608
SMC Key: ftP7  | Value:     54.247
SMC Key: ftP8  | Value:     51.238
SMC Key: ftR0  | Value:      4.000
SMC Key: ftS0  | Value:     47.090
SMC Key: ftS1  | Value:     47.802
SMC Key: ftl0  | Value:     38.752
SMC Key: fts0  | Value:     35.123
SMC Key: fts1  | Value:     35.237
SMC Key: fuU0  | Value:     38.000
SMC Key: fuU1  | Value:     38.000
SMC Key: iaPm  | Value:    -45.102
SMC Key: ml00  | Value:    100.000
SMC Key: mlM0  | Value:     53.898
SMC Key: mlM2  | Value:     55.000
SMC Key: mlM4  | Value:     45.000
SMC Key: mlPC  | Value:     15.000
SMC Key: mlT0  | Value:    100.000
SMC Key: mlT1  | Value:    100.000
SMC Key: mlTi  | Value:    100.000
SMC Key: mlTj  | Value:    100.000
SMC Key: mlTk  | Value:    100.000
SMC Key: mlTl  | Value:    100.000
SMC Key: mlmx  | Value:    100.000
SMC Key: msP1  | Value:     95.976
SMC Key: msP2  | Value:     94.071
SMC Key: msU0  | Value:     95.000
SMC Key: mxA0  | Value:     30.990
SMC Key: mxS0  | Value:     35.123
SMC Key: mxS1  | Value:     35.237
SMC Key: mxT0  | Value:    100.000
SMC Key: oKI8  | Value:      0.001
SMC Key: oKI9  | Value:      0.001
SMC Key: oKP8  | Value:      0.004
SMC Key: oKP9  | Value:      0.004
SMC Key: oRT1  | Value:     53.290
SMC Key: oTC0  | Value:     24.000
SMC Key: occ0  | Value:    324.800
SMC Key: occ1  | Value:      4.259
SMC Key: ocex  | Value:    100.000
SMC Key: ocey  | Value:    100.000
SMC Key: oda0  | Value:      0.966
SMC Key: oda1  | Value:      0.240
SMC Key: oda2  | Value:     -0.020
SMC Key: oda3  | Value:      0.468
SMC Key: odb0  | Value:      0.002
SMC Key: odb1  | Value:      0.000
SMC Key: odb2  | Value:     -0.000
SMC Key: odb3  | Value:      0.000
SMC Key: odb4  | Value:      0.000
SMC Key: odb5  | Value:      0.005
SMC Key: odb6  | Value:      0.000
SMC Key: odb7  | Value:     -0.000
SMC Key: odb8  | Value:     -0.003
SMC Key: odb9  | Value:     -0.000
SMC Key: odc0  | Value:      0.000
SMC Key: odc1  | Value:      0.000
SMC Key: odc2  | Value:      0.000
SMC Key: odc3  | Value:     -0.011
SMC Key: odc4  | Value:     -0.001
SMC Key: odc5  | Value:      0.001
SMC Key: of00  | Value:      5.000
SMC Key: of01  | Value:     20.000
SMC Key: of10  | Value:      5.000
SMC Key: of11  | Value:     30.000
SMC Key: of12  | Value:     15.000
SMC Key: oft0  | Value:     64.000
SMC Key: oft1  | Value:      5.000
SMC Key: oft3  | Value:      5.000
SMC Key: oft5  | Value:      5.000
SMC Key: oft7  | Value:      5.000
SMC Key: oft9  | Value:      5.000
SMC Key: oftb  | Value:      5.000
SMC Key: oftd  | Value:      5.000
SMC Key: oftf  | Value:      5.000
SMC Key: ofth  | Value:      5.000
SMC Key: oisu  | Value:    100.000
SMC Key: oisy  | Value:    100.000
SMC Key: okce  | Value:    100.000
SMC Key: okde  | Value:    100.000
SMC Key: oki0  | Value:      0.124
SMC Key: oki1  | Value:      0.124
SMC Key: okiT  | Value:      0.060
SMC Key: okia  | Value:      0.135
SMC Key: okic  | Value:      0.100
SMC Key: okid  | Value:      2.000
SMC Key: okie  | Value:      0.080
SMC Key: okin  | Value:      0.060
SMC Key: okix  | Value:      0.124
SMC Key: okiy  | Value:      0.124
SMC Key: okp0  | Value:      5.669
SMC Key: okp1  | Value:      5.669
SMC Key: okpT  | Value:      3.000
SMC Key: okpa  | Value:      0.583
SMC Key: okpc  | Value:     10.000
SMC Key: okpd  | Value:      5.000
SMC Key: okpe  | Value:      0.120
SMC Key: okpn  | Value:      2.000
SMC Key: okpx  | Value:      5.669
SMC Key: okpy  | Value:      5.669
SMC Key: oof0  | Value:      7.791
SMC Key: oof1  | Value:      7.791
SMC Key: oof2  | Value:      5.450
SMC Key: oof3  | Value:      4.608
SMC Key: oof4  | Value:      4.608
SMC Key: oof5  | Value:      4.608
SMC Key: oof6  | Value:      6.000
SMC Key: oof7  | Value:      6.100
SMC Key: oof8  | Value:      5.087
SMC Key: oof9  | Value:      6.100
SMC Key: oofa  | Value:      5.087
SMC Key: oofb  | Value:      5.450
SMC Key: oofc  | Value:      6.100
SMC Key: oofd  | Value:      5.087
SMC Key: oofe  | Value:      6.100
SMC Key: ooff  | Value:      5.087
SMC Key: oofg  | Value:      5.450
SMC Key: otCP  | Value:      4.000
SMC Key: otDP  | Value:     13.000
SMC Key: otMP  | Value:     12.000
SMC Key: otMT  | Value:    -50.000
SMC Key: otSC  | Value:      7.000
SMC Key: ov00  | Value:      0.997
SMC Key: ov01  | Value:      0.708
SMC Key: ov02  | Value:     -0.543
SMC Key: ov03  | Value:     -0.445
SMC Key: ov04  | Value:      1.273
SMC Key: ov10  | Value:      5.500
SMC Key: ov11  | Value:      0.949
SMC Key: ov12  | Value:      0.039
SMC Key: ov13  | Value:     -0.290
SMC Key: ov14  | Value:      0.492
SMC Key: ov15  | Value:      0.456
SMC Key: ov16  | Value:     -0.813
SMC Key: ov20  | Value:      1.000
SMC Key: ov21  | Value:      0.164
SMC Key: ov22  | Value:      0.086
SMC Key: ov23  | Value:      0.369
SMC Key: ov24  | Value:      0.069
SMC Key: ov25  | Value:     -0.091
SMC Key: ov26  | Value:      0.346
SMC Key: ovC1  | Value:     98.000
SMC Key: ovC2  | Value:     99.000
SMC Key: ovC3  | Value:     99.500
SMC Key: ovC4  | Value:    100.000
SMC Key: ovC5  | Value:    105.000
SMC Key: ovEa  | Value:     -0.785
SMC Key: ovEb  | Value:      1.285
SMC Key: ovEc  | Value:     -0.118
SMC Key: ovEd  | Value:      0.177
SMC Key: ovEe  | Value:      0.107
SMC Key: ovEf  | Value:     -0.100
SMC Key: ovEg  | Value:     -4.163
SMC Key: ovEh  | Value:      1.056
SMC Key: ovEi  | Value:     -0.669
SMC Key: ovEj  | Value:      0.351
SMC Key: ovEk  | Value:      9.566
SMC Key: ovEt  | Value:     99.000
SMC Key: ovM1  | Value:     98.900
SMC Key: ovM2  | Value:     99.000
SMC Key: ovM3  | Value:     99.500
SMC Key: ovM4  | Value:    104.000
SMC Key: ovM5  | Value:    115.000
SMC Key: ovP1  | Value:     50.000
SMC Key: ovPT  | Value:      1.900
SMC Key: ovST  | Value:      1.100
SMC Key: ovSX  | Value:      2.000
SMC Key: ovU0  | Value:     30.000
SMC Key: ovU1  | Value:     15.000
SMC Key: ovp1  | Value:     40.000
SMC Key: ovp2  | Value:     44.000
SMC Key: ovp3  | Value:     45.000
SMC Key: ovp4  | Value:     49.000
SMC Key: ovp5  | Value:     57.000
SMC Key: ovp7  | Value:     40.000
SMC Key: ovp8  | Value:     42.000
SMC Key: ovp9  | Value:     45.000
SMC Key: ovpa  | Value:     49.000
SMC Key: ovpb  | Value:     59.000
SMC Key: ovq1  | Value:     40.000
SMC Key: ovq2  | Value:     42.000
SMC Key: ovq3  | Value:     43.000
SMC Key: ovq4  | Value:     47.000
SMC Key: ovq5  | Value:     55.000
SMC Key: ovq7  | Value:     40.000
SMC Key: ovq8  | Value:     40.000
SMC Key: ovq9  | Value:     43.000
SMC Key: ovqa  | Value:     47.000
SMC Key: ovqb  | Value:     63.000
SMC Key: si00  | Value:     37.491
SMC Key: si01  | Value:      3.690
SMC Key: si02  | Value:      0.686
SMC Key: si03  | Value:      0.256
SMC Key: si05  | Value:      0.000
SMC Key: si06  | Value:      0.513
SMC Key: si07  | Value:     77.000
SMC Key: si0A  | Value:     34.000
SMC Key: si12  | Value:      0.388
SMC Key: uuNn  | Value:     74.000
SMC Key: uuP0  | Value:     47.000
SMC Key: uuP1  | Value:     45.000
SMC Key: uuPT  | Value:     55.000
SMC Key: uuPa  | Value:    200.000
SMC Key: uuPm  | Value:     99.000
SMC Key: uuPz  | Value:     53.290
SMC Key: uuU0  | Value:     38.000
SMC Key: uuU1  | Value:     38.000
SMC Key: uupa  | Value:    105.000
SMC Key: voP0  | Value:     65.000
SMC Key: voTn  | Value:    100.000
SMC Key: voTp  | Value:    100.000
SMC Key: voTs  | Value:    100.000
SMC Key: voU0  | Value:     30.000
SMC Key: xDPE  | Value:      3.613
SMC Key: xLPM  | Value:     65.000
SMC Key: xPPT  | Value:     65.000
SMC Key: xUPT  | Value:     30.000

SECTION 3: HID THERMAL SERVICES (Internal PMU Mesh)
--------------------------------------------------------------------------------
HID Sensor: PMU2 tdev1                     | Value:   -1.63 °C
HID Sensor: PMU tdie1                      | Value:   46.54 °C
HID Sensor: NAND CH0 temp                  | Value:   36.00 °C
HID Sensor: PMU tdev8                      | Value:   37.40 °C
HID Sensor: PMU2 tdev5                     | Value:   38.63 °C
HID Sensor: PMU tdev3                      | Value:   34.85 °C
HID Sensor: PMU tdie5                      | Value:   41.66 °C
HID Sensor: gas gauge battery              | Value:   33.00 °C
HID Sensor: PMU tdev1                      | Value:   -1.35 °C
HID Sensor: gas gauge battery              | Value:   34.00 °C
HID Sensor: PMU tdie8                      | Value:   45.56 °C
HID Sensor: PMU2 tdev2                     | Value:   37.58 °C
HID Sensor: PMU tdev2                      | Value:   38.86 °C
HID Sensor: PMU tdev5                      | Value:   39.23 °C
HID Sensor: PMU2 tdie2                     | Value:   45.24 °C
HID Sensor: gas gauge battery              | Value:   33.20 °C
HID Sensor: PMU2 tdie1                     | Value:   44.91 °C
HID Sensor: PMU tdev6                      | Value:   35.36 °C
HID Sensor: PMU2 tdie4                     | Value:   45.02 °C
HID Sensor: PMU tdie2                      | Value:   46.00 °C
HID Sensor: PMU2 tdie8                     | Value:   46.00 °C
HID Sensor: PMU2 tdev3                     | Value:   -1.63 °C
HID Sensor: PMU2 tdie6                     | Value:   45.56 °C
HID Sensor: gas gauge battery              | Value:   34.00 °C
HID Sensor: PMU tcal                       | Value:   51.85 °C
HID Sensor: PMU tdev7                      | Value:   36.34 °C
HID Sensor: PMU tdie6                      | Value:   46.86 °C
HID Sensor: gas gauge battery              | Value:   34.00 °C
HID Sensor: PMU2 tcal                      | Value:   51.85 °C
HID Sensor: PMU2 tdie5                     | Value:   45.67 °C
HID Sensor: PMU tdie3                      | Value:   46.00 °C
HID Sensor: PMU tdev4                      | Value:   38.59 °C
HID Sensor: gas gauge battery              | Value:   34.00 °C
HID Sensor: PMU2 tdev4                     | Value:   39.82 °C
HID Sensor: PMU2 tdie7                     | Value:   45.24 °C
HID Sensor: PMU tdie4                      | Value:   46.11 °C
HID Sensor: PMU2 tdie3                     | Value:   45.02 °C
HID Sensor: PMU tdie7                      | Value:   46.43 °C

--- END OF LOG ---
